NACE,Industrial Ecosystem,Horizontal code or not,NACE (Level 2),TIME_PERIOD,geo,Value added weight,Industrial Ecosystem&NACE&Horizontal code or not,Horizontal NACE code,Turnover weight,Persons employed weight,Employees in FTEs weight,Amount of Enterprises weight
F43,Construction,TRUE,F43,2012,SI,0.006077255,ConstructionE37TRUE,E37,0.006077255,0.006077255,0.006077255,0.006077255
M71,Construction,TRUE,M71,2012,SI,0.003958233,ConstructionE37TRUE,E37,0.003958233,0.003958233,0.003958233,0.003958233
N81,Construction,TRUE,N81,2012,SI,0.00081584,ConstructionE37TRUE,E37,0.00081584,0.00081584,0.00081584,0.00081584
C31,Construction,TRUE,C31,2012,SI,0.000449765,ConstructionE37TRUE,E37,0.000449765,0.000449765,0.000449765,0.000449765
F41,Construction,TRUE,F41,2013,SI,0.002468676,ConstructionE37TRUE,E37,0.002468676,0.002468676,0.002468676,0.002468676
F42,Construction,TRUE,F42,2013,SI,0.001463451,ConstructionE37TRUE,E37,0.001463451,0.001463451,0.001463451,0.001463451
F43,Construction,TRUE,F43,2013,SI,0.005878129,ConstructionE37TRUE,E37,0.005878129,0.005878129,0.005878129,0.005878129
M71,Construction,TRUE,M71,2013,SI,0.003844256,ConstructionE37TRUE,E37,0.003844256,0.003844256,0.003844256,0.003844256
N81,Construction,TRUE,N81,2013,SI,0.000881606,ConstructionE37TRUE,E37,0.000881606,0.000881606,0.000881606,0.000881606
C31,Construction,TRUE,C31,2013,SI,0.000418554,ConstructionE37TRUE,E37,0.000418554,0.000418554,0.000418554,0.000418554
F41,Construction,TRUE,F41,2014,SI,0.004652217,ConstructionE37TRUE,E37,0.004652217,0.004652217,0.004652217,0.004652217
F42,Construction,TRUE,F42,2014,SI,0.002925587,ConstructionE37TRUE,E37,0.002925587,0.002925587,0.002925587,0.002925587
F43,Construction,TRUE,F43,2014,SI,0.011659426,ConstructionE37TRUE,E37,0.011659426,0.011659426,0.011659426,0.011659426
M71,Construction,TRUE,M71,2014,SI,0.003059869,ConstructionE37TRUE,E37,0.003059869,0.003059869,0.003059869,0.003059869
N81,Construction,TRUE,N81,2014,SI,0.00162524,ConstructionE37TRUE,E37,0.00162524,0.00162524,0.00162524,0.00162524
C31,Construction,TRUE,C31,2014,SI,0.000832801,ConstructionE37TRUE,E37,0.000832801,0.000832801,0.000832801,0.000832801
F41,Construction,TRUE,F41,2015,SI,0.0047293,ConstructionE37TRUE,E37,0.0047293,0.0047293,0.0047293,0.0047293
F42,Construction,TRUE,F42,2015,SI,0.002885115,ConstructionE37TRUE,E37,0.002885115,0.002885115,0.002885115,0.002885115
F43,Construction,TRUE,F43,2015,SI,0.011989707,ConstructionE37TRUE,E37,0.011989707,0.011989707,0.011989707,0.011989707
M71,Construction,TRUE,M71,2015,SI,0.003098637,ConstructionE37TRUE,E37,0.003098637,0.003098637,0.003098637,0.003098637
N81,Construction,TRUE,N81,2015,SI,0.002065553,ConstructionE37TRUE,E37,0.002065553,0.002065553,0.002065553,0.002065553
C31,Construction,TRUE,C31,2015,SI,0.000545165,ConstructionE37TRUE,E37,0.000545165,0.000545165,0.000545165,0.000545165
F41,Construction,TRUE,F41,2016,SI,0.004887035,ConstructionE37TRUE,E37,0.004887035,0.004887035,0.004887035,0.004887035
F42,Construction,TRUE,F42,2016,SI,0.002658889,ConstructionE37TRUE,E37,0.002658889,0.002658889,0.002658889,0.002658889
F43,Construction,TRUE,F43,2016,SI,0.011782264,ConstructionE37TRUE,E37,0.011782264,0.011782264,0.011782264,0.011782264
M71,Construction,TRUE,M71,2016,SI,0.002801256,ConstructionE37TRUE,E37,0.002801256,0.002801256,0.002801256,0.002801256
N81,Construction,TRUE,N81,2016,SI,0.002148437,ConstructionE37TRUE,E37,0.002148437,0.002148437,0.002148437,0.002148437
C31,Construction,TRUE,C31,2016,SI,0.000980621,ConstructionE37TRUE,E37,0.000980621,0.000980621,0.000980621,0.000980621
F41,Construction,TRUE,F41,2017,SI,0.004416575,ConstructionE37TRUE,E37,0.004416575,0.004416575,0.004416575,0.004416575
F42,Construction,TRUE,F42,2017,SI,0.002558042,ConstructionE37TRUE,E37,0.002558042,0.002558042,0.002558042,0.002558042
F43,Construction,TRUE,F43,2017,SI,0.010359541,ConstructionE37TRUE,E37,0.010359541,0.010359541,0.010359541,0.010359541
M71,Construction,TRUE,M71,2017,SI,0.00245943,ConstructionE37TRUE,E37,0.00245943,0.00245943,0.00245943,0.00245943
N81,Construction,TRUE,N81,2017,SI,0.001989746,ConstructionE37TRUE,E37,0.001989746,0.001989746,0.001989746,0.001989746
C31,Construction,TRUE,C31,2017,SI,0.00084678,ConstructionE37TRUE,E37,0.00084678,0.00084678,0.00084678,0.00084678
F41,Construction,TRUE,F41,2018,SI,0.004561899,ConstructionE37TRUE,E37,0.004561899,0.004561899,0.004561899,0.004561899
F42,Construction,TRUE,F42,2018,SI,0.002434744,ConstructionE37TRUE,E37,0.002434744,0.002434744,0.002434744,0.002434744
F43,Construction,TRUE,F43,2018,SI,0.010062207,ConstructionE37TRUE,E37,0.010062207,0.010062207,0.010062207,0.010062207
M71,Construction,TRUE,M71,2018,SI,0.00227241,ConstructionE37TRUE,E37,0.00227241,0.00227241,0.00227241,0.00227241
N81,Construction,TRUE,N81,2018,SI,0.001493656,ConstructionE37TRUE,E37,0.001493656,0.001493656,0.001493656,0.001493656
C31,Construction,TRUE,C31,2018,SI,0.000703148,ConstructionE37TRUE,E37,0.000703148,0.000703148,0.000703148,0.000703148
F41,Construction,TRUE,F41,2019,SI,0.004576563,ConstructionE37TRUE,E37,0.004576563,0.004576563,0.004576563,0.004576563
F42,Construction,TRUE,F42,2019,SI,0.002438137,ConstructionE37TRUE,E37,0.002438137,0.002438137,0.002438137,0.002438137
F43,Construction,TRUE,F43,2019,SI,0.010079681,ConstructionE37TRUE,E37,0.010079681,0.010079681,0.010079681,0.010079681
M71,Construction,TRUE,M71,2019,SI,0.002567053,ConstructionE37TRUE,E37,0.002567053,0.002567053,0.002567053,0.002567053
N81,Construction,TRUE,N81,2019,SI,0.001579276,ConstructionE37TRUE,E37,0.001579276,0.001579276,0.001579276,0.001579276
C31,Construction,TRUE,C31,2019,SI,0.000671123,ConstructionE37TRUE,E37,0.000671123,0.000671123,0.000671123,0.000671123
F41,Construction,TRUE,F41,2020,SI,0.002247108,ConstructionE37TRUE,E37,0.002247108,0.002247108,0.002247108,0.002247108
F42,Construction,TRUE,F42,2020,SI,0.00130866,ConstructionE37TRUE,E37,0.00130866,0.00130866,0.00130866,0.00130866
F43,Construction,TRUE,F43,2020,SI,0.005034894,ConstructionE37TRUE,E37,0.005034894,0.005034894,0.005034894,0.005034894
M71,Construction,TRUE,M71,2020,SI,0.001710502,ConstructionE37TRUE,E37,0.001710502,0.001710502,0.001710502,0.001710502
N81,Construction,TRUE,N81,2020,SI,0.001038535,ConstructionE37TRUE,E37,0.001038535,0.001038535,0.001038535,0.001038535
C31,Construction,TRUE,C31,2020,SI,0.000785147,ConstructionE37TRUE,E37,0.000785147,0.000785147,0.000785147,0.000785147
F41,Construction,TRUE,F41,2021,SI,0.001763652,ConstructionE37TRUE,E37,0.001763652,0.001763652,0.001763652,0.001763652
F42,Construction,TRUE,F42,2021,SI,0.00103194,ConstructionE37TRUE,E37,0.00103194,0.00103194,0.00103194,0.00103194
F43,Construction,TRUE,F43,2021,SI,0.0040603,ConstructionE37TRUE,E37,0.0040603,0.0040603,0.0040603,0.0040603
M71,Construction,TRUE,M71,2021,SI,0.001426883,ConstructionE37TRUE,E37,0.001426883,0.001426883,0.001426883,0.001426883
N81,Construction,TRUE,N81,2021,SI,0.000945513,ConstructionE37TRUE,E37,0.000945513,0.000945513,0.000945513,0.000945513
C31,Construction,TRUE,C31,2021,SI,0.000690954,ConstructionE37TRUE,E37,0.000690954,0.000690954,0.000690954,0.000690954
F41,Construction,TRUE,F41,2022,SI,0.001920092,ConstructionE37TRUE,E37,0.001920092,0.001920092,0.001920092,0.001920092
F42,Construction,TRUE,F42,2022,SI,0.001058298,ConstructionE37TRUE,E37,0.001058298,0.001058298,0.001058298,0.001058298
F43,Construction,TRUE,F43,2022,SI,0.004290057,ConstructionE37TRUE,E37,0.004290057,0.004290057,0.004290057,0.004290057
M71,Construction,TRUE,M71,2022,SI,0.001409929,ConstructionE37TRUE,E37,0.001409929,0.001409929,0.001409929,0.001409929
N81,Construction,TRUE,N81,2022,SI,0.000793752,ConstructionE37TRUE,E37,0.000793752,0.000793752,0.000793752,0.000793752
C31,Construction,TRUE,C31,2022,SI,0.000256329,ConstructionE37TRUE,E37,0.000256329,0.000256329,0.000256329,0.000256329
F41,Construction,TRUE,F41,2023,SI,0.003246072,ConstructionE37TRUE,E37,0.003246072,0.003246072,0.003246072,0.003246072
F42,Construction,TRUE,F42,2023,SI,0.001854229,ConstructionE37TRUE,E37,0.001854229,0.001854229,0.001854229,0.001854229
F43,Construction,TRUE,F43,2023,SI,0.007562732,ConstructionE37TRUE,E37,0.007562732,0.007562732,0.007562732,0.007562732
M71,Construction,TRUE,M71,2023,SI,0.001310448,ConstructionE37TRUE,E37,0.001310448,0.001310448,0.001310448,0.001310448
N81,Construction,TRUE,N81,2023,SI,0.001480078,ConstructionE37TRUE,E37,0.001480078,0.001480078,0.001480078,0.001480078
C31,Construction,TRUE,C31,2023,SI,0.000726154,ConstructionE37TRUE,E37,0.000726154,0.000726154,0.000726154,0.000726154
F41,Construction,TRUE,F41,2008,SK,0.001541998,ConstructionE37TRUE,E37,0.001541998,0.001541998,0.001541998,0.001541998
F42,Construction,TRUE,F42,2008,SK,0.000787398,ConstructionE37TRUE,E37,0.000787398,0.000787398,0.000787398,0.000787398
F43,Construction,TRUE,F43,2008,SK,0.003346038,ConstructionE37TRUE,E37,0.003346038,0.003346038,0.003346038,0.003346038
M71,Construction,TRUE,M71,2008,SK,0.001463285,ConstructionE37TRUE,E37,0.001463285,0.001463285,0.001463285,0.001463285
N81,Construction,TRUE,N81,2008,SK,0,ConstructionE37TRUE,E37,0,0,0,0
C31,Construction,TRUE,C31,2008,SK,0.000436483,ConstructionE37TRUE,E37,0.000436483,0.000436483,0.000436483,0.000436483
F41,Construction,TRUE,F41,2009,SK,0.001677682,ConstructionE37TRUE,E37,0.001677682,0.001677682,0.001677682,0.001677682
F42,Construction,TRUE,F42,2009,SK,0.000873375,ConstructionE37TRUE,E37,0.000873375,0.000873375,0.000873375,0.000873375
F43,Construction,TRUE,F43,2009,SK,0.003673221,ConstructionE37TRUE,E37,0.003673221,0.003673221,0.003673221,0.003673221
M71,Construction,TRUE,M71,2009,SK,0.001406448,ConstructionE37TRUE,E37,0.001406448,0.001406448,0.001406448,0.001406448
N81,Construction,TRUE,N81,2009,SK,0,ConstructionE37TRUE,E37,0,0,0,0
C31,Construction,TRUE,C31,2009,SK,0.000415977,ConstructionE37TRUE,E37,0.000415977,0.000415977,0.000415977,0.000415977
F41,Construction,TRUE,F41,2010,SK,0.002297508,ConstructionE37TRUE,E37,0.002297508,0.002297508,0.002297508,0.002297508
F42,Construction,TRUE,F42,2010,SK,0.001082272,ConstructionE37TRUE,E37,0.001082272,0.001082272,0.001082272,0.001082272
F43,Construction,TRUE,F43,2010,SK,0.004358387,ConstructionE37TRUE,E37,0.004358387,0.004358387,0.004358387,0.004358387
M71,Construction,TRUE,M71,2010,SK,0.001268192,ConstructionE37TRUE,E37,0.001268192,0.001268192,0.001268192,0.001268192
N81,Construction,TRUE,N81,2010,SK,0.000768439,ConstructionE37TRUE,E37,0.000768439,0.000768439,0.000768439,0.000768439
C31,Construction,TRUE,C31,2010,SK,0.000175591,ConstructionE37TRUE,E37,0.000175591,0.000175591,0.000175591,0.000175591
F41,Construction,TRUE,F41,2011,SK,0.002177332,ConstructionE37TRUE,E37,0.002177332,0.002177332,0.002177332,0.002177332
F42,Construction,TRUE,F42,2011,SK,0.001115034,ConstructionE37TRUE,E37,0.001115034,0.001115034,0.001115034,0.001115034
F43,Construction,TRUE,F43,2011,SK,0.004557311,ConstructionE37TRUE,E37,0.004557311,0.004557311,0.004557311,0.004557311
M71,Construction,TRUE,M71,2011,SK,0.002155328,ConstructionE37TRUE,E37,0.002155328,0.002155328,0.002155328,0.002155328
N81,Construction,TRUE,N81,2011,SK,0.001165804,ConstructionE37TRUE,E37,0.001165804,0.001165804,0.001165804,0.001165804
C31,Construction,TRUE,C31,2011,SK,0.000492205,ConstructionE37TRUE,E37,0.000492205,0.000492205,0.000492205,0.000492205
F41,Construction,TRUE,F41,2012,SK,0.002456367,ConstructionE37TRUE,E37,0.002456367,0.002456367,0.002456367,0.002456367
F42,Construction,TRUE,F42,2012,SK,0.001330307,ConstructionE37TRUE,E37,0.001330307,0.001330307,0.001330307,0.001330307
F43,Construction,TRUE,F43,2012,SK,0.005554892,ConstructionE37TRUE,E37,0.005554892,0.005554892,0.005554892,0.005554892
M71,Construction,TRUE,M71,2012,SK,0.001025593,ConstructionE37TRUE,E37,0.001025593,0.001025593,0.001025593,0.001025593
N81,Construction,TRUE,N81,2012,SK,0.001829301,ConstructionE37TRUE,E37,0.001829301,0.001829301,0.001829301,0.001829301
C31,Construction,TRUE,C31,2012,SK,0.000636176,ConstructionE37TRUE,E37,0.000636176,0.000636176,0.000636176,0.000636176
F41,Construction,TRUE,F41,2013,SK,0.003599986,ConstructionE37TRUE,E37,0.003599986,0.003599986,0.003599986,0.003599986
F42,Construction,TRUE,F42,2013,SK,0.002134101,ConstructionE37TRUE,E37,0.002134101,0.002134101,0.002134101,0.002134101
F43,Construction,TRUE,F43,2013,SK,0.008571873,ConstructionE37TRUE,E37,0.008571873,0.008571873,0.008571873,0.008571873
M71,Construction,TRUE,M71,2013,SK,0.001454403,ConstructionE37TRUE,E37,0.001454403,0.001454403,0.001454403,0.001454403
N81,Construction,TRUE,N81,2013,SK,0.00148787,ConstructionE37TRUE,E37,0.00148787,0.00148787,0.00148787,0.00148787
C31,Construction,TRUE,C31,2013,SK,0.000389304,ConstructionE37TRUE,E37,0.000389304,0.000389304,0.000389304,0.000389304
F41,Construction,TRUE,F41,2014,SK,0.001669979,ConstructionE37TRUE,E37,0.001669979,0.001669979,0.001669979,0.001669979
F42,Construction,TRUE,F42,2014,SK,0.001050181,ConstructionE37TRUE,E37,0.001050181,0.001050181,0.001050181,0.001050181
F43,Construction,TRUE,F43,2014,SK,0.004185315,ConstructionE37TRUE,E37,0.004185315,0.004185315,0.004185315,0.004185315
M71,Construction,TRUE,M71,2014,SK,0.000537734,ConstructionE37TRUE,E37,0.000537734,0.000537734,0.000537734,0.000537734
N81,Construction,TRUE,N81,2014,SK,0.001672111,ConstructionE37TRUE,E37,0.001672111,0.001672111,0.001672111,0.001672111
C31,Construction,TRUE,C31,2014,SK,0.00020679,ConstructionE37TRUE,E37,0.00020679,0.00020679,0.00020679,0.00020679
F41,Construction,TRUE,F41,2015,SK,0.001672219,ConstructionE37TRUE,E37,0.001672219,0.001672219,0.001672219,0.001672219
F42,Construction,TRUE,F42,2015,SK,0.001020139,ConstructionE37TRUE,E37,0.001020139,0.001020139,0.001020139,0.001020139
F43,Construction,TRUE,F43,2015,SK,0.004239404,ConstructionE37TRUE,E37,0.004239404,0.004239404,0.004239404,0.004239404
M71,Construction,TRUE,M71,2015,SK,0.000754521,ConstructionE37TRUE,E37,0.000754521,0.000754521,0.000754521,0.000754521
N81,Construction,TRUE,N81,2015,SK,0.002320108,ConstructionE37TRUE,E37,0.002320108,0.002320108,0.002320108,0.002320108
C31,Construction,TRUE,C31,2015,SK,0.000140843,ConstructionE37TRUE,E37,0.000140843,0.000140843,0.000140843,0.000140843
F41,Construction,TRUE,F41,2016,SK,0.001985394,ConstructionE37TRUE,E37,0.001985394,0.001985394,0.001985394,0.001985394
F42,Construction,TRUE,F42,2016,SK,0.001080193,ConstructionE37TRUE,E37,0.001080193,0.001080193,0.001080193,0.001080193
F43,Construction,TRUE,F43,2016,SK,0.004786632,ConstructionE37TRUE,E37,0.004786632,0.004786632,0.004786632,0.004786632
M71,Construction,TRUE,M71,2016,SK,0.000856831,ConstructionE37TRUE,E37,0.000856831,0.000856831,0.000856831,0.000856831
N81,Construction,TRUE,N81,2016,SK,0.002502125,ConstructionE37TRUE,E37,0.002502125,0.002502125,0.002502125,0.002502125
C31,Construction,TRUE,C31,2016,SK,0.000218027,ConstructionE37TRUE,E37,0.000218027,0.000218027,0.000218027,0.000218027
F41,Construction,TRUE,F41,2017,SK,0.001630214,ConstructionE37TRUE,E37,0.001630214,0.001630214,0.001630214,0.001630214
F42,Construction,TRUE,F42,2017,SK,0.000944206,ConstructionE37TRUE,E37,0.000944206,0.000944206,0.000944206,0.000944206
F43,Construction,TRUE,F43,2017,SK,0.003823839,ConstructionE37TRUE,E37,0.003823839,0.003823839,0.003823839,0.003823839
M71,Construction,TRUE,M71,2017,SK,0.000814774,ConstructionE37TRUE,E37,0.000814774,0.000814774,0.000814774,0.000814774
N81,Construction,TRUE,N81,2017,SK,0.003000842,ConstructionE37TRUE,E37,0.003000842,0.003000842,0.003000842,0.003000842
C31,Construction,TRUE,C31,2017,SK,0.000211928,ConstructionE37TRUE,E37,0.000211928,0.000211928,0.000211928,0.000211928
F41,Construction,TRUE,F41,2018,SK,0.002162178,ConstructionE37TRUE,E37,0.002162178,0.002162178,0.002162178,0.002162178
F42,Construction,TRUE,F42,2018,SK,0.001153982,ConstructionE37TRUE,E37,0.001153982,0.001153982,0.001153982,0.001153982
F43,Construction,TRUE,F43,2018,SK,0.004769129,ConstructionE37TRUE,E37,0.004769129,0.004769129,0.004769129,0.004769129
M71,Construction,TRUE,M71,2018,SK,0.000600249,ConstructionE37TRUE,E37,0.000600249,0.000600249,0.000600249,0.000600249
N81,Construction,TRUE,N81,2018,SK,0.001431786,ConstructionE37TRUE,E37,0.001431786,0.001431786,0.001431786,0.001431786
C31,Construction,TRUE,C31,2018,SK,0.000288392,ConstructionE37TRUE,E37,0.000288392,0.000288392,0.000288392,0.000288392
F41,Construction,TRUE,F41,2019,SK,0.001278085,ConstructionE37TRUE,E37,0.001278085,0.001278085,0.001278085,0.001278085
F42,Construction,TRUE,F42,2019,SK,0.000680893,ConstructionE37TRUE,E37,0.000680893,0.000680893,0.000680893,0.000680893
F43,Construction,TRUE,F43,2019,SK,0.002814927,ConstructionE37TRUE,E37,0.002814927,0.002814927,0.002814927,0.002814927
M71,Construction,TRUE,M71,2019,SK,0.000831579,ConstructionE37TRUE,E37,0.000831579,0.000831579,0.000831579,0.000831579
N81,Construction,TRUE,N81,2019,SK,0.001158391,ConstructionE37TRUE,E37,0.001158391,0.001158391,0.001158391,0.001158391
C31,Construction,TRUE,C31,2019,SK,0.000234511,ConstructionE37TRUE,E37,0.000234511,0.000234511,0.000234511,0.000234511
F41,Construction,TRUE,F41,2020,SK,0.0050354,ConstructionE37TRUE,E37,0.0050354,0.0050354,0.0050354,0.0050354
F42,Construction,TRUE,F42,2020,SK,0.002932493,ConstructionE37TRUE,E37,0.002932493,0.002932493,0.002932493,0.002932493
F43,Construction,TRUE,F43,2020,SK,0.01128237,ConstructionE37TRUE,E37,0.01128237,0.01128237,0.01128237,0.01128237
M71,Construction,TRUE,M71,2020,SK,0.001098428,ConstructionE37TRUE,E37,0.001098428,0.001098428,0.001098428,0.001098428
N81,Construction,TRUE,N81,2020,SK,0.009196702,ConstructionE37TRUE,E37,0.009196702,0.009196702,0.009196702,0.009196702
C31,Construction,TRUE,C31,2020,SK,0.00025853,ConstructionE37TRUE,E37,0.00025853,0.00025853,0.00025853,0.00025853
F41,Construction,TRUE,F41,2021,SK,0.004081259,ConstructionE37TRUE,E37,0.004081259,0.004081259,0.004081259,0.004081259
F42,Construction,TRUE,F42,2021,SK,0.002388009,ConstructionE37TRUE,E37,0.002388009,0.002388009,0.002388009,0.002388009
F43,Construction,TRUE,F43,2021,SK,0.009395922,ConstructionE37TRUE,E37,0.009395922,0.009395922,0.009395922,0.009395922
M71,Construction,TRUE,M71,2021,SK,0.000850468,ConstructionE37TRUE,E37,0.000850468,0.000850468,0.000850468,0.000850468
N81,Construction,TRUE,N81,2021,SK,0.008187002,ConstructionE37TRUE,E37,0.008187002,0.008187002,0.008187002,0.008187002
C31,Construction,TRUE,C31,2021,SK,0.000213158,ConstructionE37TRUE,E37,0.000213158,0.000213158,0.000213158,0.000213158
F41,Construction,TRUE,F41,2022,SK,0.004111179,ConstructionE37TRUE,E37,0.004111179,0.004111179,0.004111179,0.004111179
F42,Construction,TRUE,F42,2022,SK,0.00226596,ConstructionE37TRUE,E37,0.00226596,0.00226596,0.00226596,0.00226596
F43,Construction,TRUE,F43,2022,SK,0.009185595,ConstructionE37TRUE,E37,0.009185595,0.009185595,0.009185595,0.009185595
M71,Construction,TRUE,M71,2022,SK,0.000863468,ConstructionE37TRUE,E37,0.000863468,0.000863468,0.000863468,0.000863468
N81,Construction,TRUE,N81,2022,SK,0.006405049,ConstructionE37TRUE,E37,0.006405049,0.006405049,0.006405049,0.006405049
C31,Construction,TRUE,C31,2022,SK,7.62E-05,ConstructionE37TRUE,E37,7.62E-05,7.62E-05,7.62E-05,7.62E-05
F41,Construction,TRUE,F41,2023,SK,0.003577257,ConstructionE37TRUE,E37,0.003577257,0.003577257,0.003577257,0.003577257
F42,Construction,TRUE,F42,2023,SK,0.002077051,ConstructionE37TRUE,E37,0.002077051,0.002077051,0.002077051,0.002077051
F43,Construction,TRUE,F43,2023,SK,0.008253793,ConstructionE37TRUE,E37,0.008253793,0.008253793,0.008253793,0.008253793
M71,Construction,TRUE,M71,2023,SK,0.000610717,ConstructionE37TRUE,E37,0.000610717,0.000610717,0.000610717,0.000610717
N81,Construction,TRUE,N81,2023,SK,0.006917614,ConstructionE37TRUE,E37,0.006917614,0.006917614,0.006917614,0.006917614
C31,Construction,TRUE,C31,2023,SK,0.000128899,ConstructionE37TRUE,E37,0.000128899,0.000128899,0.000128899,0.000128899
C31,Construction,TRUE,C31,2008,AT,0.000501588,ConstructionE38TRUE,E38,0.000501588,0.000501588,0.000501588,0.000501588
F41,Construction,TRUE,F41,2008,AT,0.001050124,ConstructionE38TRUE,E38,0.001050124,0.001050124,0.001050124,0.001050124
F42,Construction,TRUE,F42,2008,AT,0.000543965,ConstructionE38TRUE,E38,0.000543965,0.000543965,0.000543965,0.000543965
F43,Construction,TRUE,F43,2008,AT,0.002288568,ConstructionE38TRUE,E38,0.002288568,0.002288568,0.002288568,0.002288568
M71,Construction,TRUE,M71,2008,AT,0.000971555,ConstructionE38TRUE,E38,0.000971555,0.000971555,0.000971555,0.000971555
N81,Construction,TRUE,N81,2008,AT,0.001138694,ConstructionE38TRUE,E38,0.001138694,0.001138694,0.001138694,0.001138694
C31,Construction,TRUE,C31,2009,AT,0.000512097,ConstructionE38TRUE,E38,0.000512097,0.000512097,0.000512097,0.000512097
F41,Construction,TRUE,F41,2009,AT,0.001134595,ConstructionE38TRUE,E38,0.001134595,0.001134595,0.001134595,0.001134595
F42,Construction,TRUE,F42,2009,AT,0.000596422,ConstructionE38TRUE,E38,0.000596422,0.000596422,0.000596422,0.000596422
F43,Construction,TRUE,F43,2009,AT,0.002492985,ConstructionE38TRUE,E38,0.002492985,0.002492985,0.002492985,0.002492985
M71,Construction,TRUE,M71,2009,AT,0.000984667,ConstructionE38TRUE,E38,0.000984667,0.000984667,0.000984667,0.000984667
N81,Construction,TRUE,N81,2009,AT,0.001213633,ConstructionE38TRUE,E38,0.001213633,0.001213633,0.001213633,0.001213633
C31,Construction,TRUE,C31,2010,AT,0.000658126,ConstructionE38TRUE,E38,0.000658126,0.000658126,0.000658126,0.000658126
F41,Construction,TRUE,F41,2010,AT,0.001594041,ConstructionE38TRUE,E38,0.001594041,0.001594041,0.001594041,0.001594041
F42,Construction,TRUE,F42,2010,AT,0.000750894,ConstructionE38TRUE,E38,0.000750894,0.000750894,0.000750894,0.000750894
F43,Construction,TRUE,F43,2010,AT,0.003023906,ConstructionE38TRUE,E38,0.003023906,0.003023906,0.003023906,0.003023906
M71,Construction,TRUE,M71,2010,AT,0.001048477,ConstructionE38TRUE,E38,0.001048477,0.001048477,0.001048477,0.001048477
N81,Construction,TRUE,N81,2010,AT,0.001345228,ConstructionE38TRUE,E38,0.001345228,0.001345228,0.001345228,0.001345228
C31,Construction,TRUE,C31,2011,AT,0.00052683,ConstructionE38TRUE,E38,0.00052683,0.00052683,0.00052683,0.00052683
F41,Construction,TRUE,F41,2011,AT,0.001321334,ConstructionE38TRUE,E38,0.001321334,0.001321334,0.001321334,0.001321334
F42,Construction,TRUE,F42,2011,AT,0.000676669,ConstructionE38TRUE,E38,0.000676669,0.000676669,0.000676669,0.000676669
F43,Construction,TRUE,F43,2011,AT,0.002765645,ConstructionE38TRUE,E38,0.002765645,0.002765645,0.002765645,0.002765645
M71,Construction,TRUE,M71,2011,AT,0.001006732,ConstructionE38TRUE,E38,0.001006732,0.001006732,0.001006732,0.001006732
N81,Construction,TRUE,N81,2011,AT,0.001150605,ConstructionE38TRUE,E38,0.001150605,0.001150605,0.001150605,0.001150605
C31,Construction,TRUE,C31,2012,AT,0.000375738,ConstructionE38TRUE,E38,0.000375738,0.000375738,0.000375738,0.000375738
F41,Construction,TRUE,F41,2012,AT,0.001207395,ConstructionE38TRUE,E38,0.001207395,0.001207395,0.001207395,0.001207395
F42,Construction,TRUE,F42,2012,AT,0.000653895,ConstructionE38TRUE,E38,0.000653895,0.000653895,0.000653895,0.000653895
F43,Construction,TRUE,F43,2012,AT,0.002730434,ConstructionE38TRUE,E38,0.002730434,0.002730434,0.002730434,0.002730434
M71,Construction,TRUE,M71,2012,AT,0.00091602,ConstructionE38TRUE,E38,0.00091602,0.00091602,0.00091602,0.00091602
N81,Construction,TRUE,N81,2012,AT,0.001214344,ConstructionE38TRUE,E38,0.001214344,0.001214344,0.001214344,0.001214344
C31,Construction,TRUE,C31,2013,AT,0.000460534,ConstructionE38TRUE,E38,0.000460534,0.000460534,0.000460534,0.000460534
F41,Construction,TRUE,F41,2013,AT,0.00111639,ConstructionE38TRUE,E38,0.00111639,0.00111639,0.00111639,0.00111639
F42,Construction,TRUE,F42,2013,AT,0.000661805,ConstructionE38TRUE,E38,0.000661805,0.000661805,0.000661805,0.000661805
F43,Construction,TRUE,F43,2013,AT,0.002658219,ConstructionE38TRUE,E38,0.002658219,0.002658219,0.002658219,0.002658219
M71,Construction,TRUE,M71,2013,AT,0.000794885,ConstructionE38TRUE,E38,0.000794885,0.000794885,0.000794885,0.000794885
N81,Construction,TRUE,N81,2013,AT,0.001138558,ConstructionE38TRUE,E38,0.001138558,0.001138558,0.001138558,0.001138558
C31,Construction,TRUE,C31,2014,AT,0.000596851,ConstructionE38TRUE,E38,0.000596851,0.000596851,0.000596851,0.000596851
F41,Construction,TRUE,F41,2014,AT,0.001488449,ConstructionE38TRUE,E38,0.001488449,0.001488449,0.001488449,0.001488449
F42,Construction,TRUE,F42,2014,AT,0.000936024,ConstructionE38TRUE,E38,0.000936024,0.000936024,0.000936024,0.000936024
F43,Construction,TRUE,F43,2014,AT,0.003730364,ConstructionE38TRUE,E38,0.003730364,0.003730364,0.003730364,0.003730364
M71,Construction,TRUE,M71,2014,AT,0.001140061,ConstructionE38TRUE,E38,0.001140061,0.001140061,0.001140061,0.001140061
N81,Construction,TRUE,N81,2014,AT,0.001662214,ConstructionE38TRUE,E38,0.001662214,0.001662214,0.001662214,0.001662214
C31,Construction,TRUE,C31,2015,AT,0.000417614,ConstructionE38TRUE,E38,0.000417614,0.000417614,0.000417614,0.000417614
F41,Construction,TRUE,F41,2015,AT,0.001628319,ConstructionE38TRUE,E38,0.001628319,0.001628319,0.001628319,0.001628319
