NACE,Industrial Ecosystem,Horizontal code or not,NACE (Level 2),TIME_PERIOD,geo,Value added weight,Industrial Ecosystem&NACE&Horizontal code or not,Horizontal NACE code,Turnover weight,Persons employed weight,Employees in FTEs weight,Amount of Enterprises weight
M71,Construction,TRUE,M71,2021,BG,0.001777305,ConstructionE37TRUE,E37,0.001777305,0.001777305,0.001777305,0.001777305
N81,Construction,TRUE,N81,2021,BG,0.002643275,ConstructionE37TRUE,E37,0.002643275,0.002643275,0.002643275,0.002643275
C31,Construction,TRUE,C31,2021,BG,0.000329031,ConstructionE37TRUE,E37,0.000329031,0.000329031,0.000329031,0.000329031
F41,Construction,TRUE,F41,2022,BG,0.007443218,ConstructionE37TRUE,E37,0.007443218,0.007443218,0.007443218,0.007443218
F42,Construction,TRUE,F42,2022,BG,0.004102482,ConstructionE37TRUE,E37,0.004102482,0.004102482,0.004102482,0.004102482
F43,Construction,TRUE,F43,2022,BG,0.016630362,ConstructionE37TRUE,E37,0.016630362,0.016630362,0.016630362,0.016630362
M71,Construction,TRUE,M71,2022,BG,0.001814147,ConstructionE37TRUE,E37,0.001814147,0.001814147,0.001814147,0.001814147
N81,Construction,TRUE,N81,2022,BG,0.002019506,ConstructionE37TRUE,E37,0.002019506,0.002019506,0.002019506,0.002019506
C31,Construction,TRUE,C31,2022,BG,0.000114059,ConstructionE37TRUE,E37,0.000114059,0.000114059,0.000114059,0.000114059
F41,Construction,TRUE,F41,2023,BG,0.007706417,ConstructionE37TRUE,E37,0.007706417,0.007706417,0.007706417,0.007706417
F42,Construction,TRUE,F42,2023,BG,0.00458801,ConstructionE37TRUE,E37,0.00458801,0.00458801,0.00458801,0.00458801
F43,Construction,TRUE,F43,2023,BG,0.018348211,ConstructionE37TRUE,E37,0.018348211,0.018348211,0.018348211,0.018348211
M71,Construction,TRUE,M71,2023,BG,0.001502795,ConstructionE37TRUE,E37,0.001502795,0.001502795,0.001502795,0.001502795
N81,Construction,TRUE,N81,2023,BG,0.002613904,ConstructionE37TRUE,E37,0.002613904,0.002613904,0.002613904,0.002613904
C31,Construction,TRUE,C31,2023,BG,0.000312761,ConstructionE37TRUE,E37,0.000312761,0.000312761,0.000312761,0.000312761
F41,Construction,TRUE,F41,2008,CY,0.001388111,ConstructionE37TRUE,E37,0.001388111,0.001388111,0.001388111,0.001388111
F42,Construction,TRUE,F42,2008,CY,0.000695519,ConstructionE37TRUE,E37,0.000695519,0.000695519,0.000695519,0.000695519
F43,Construction,TRUE,F43,2008,CY,0.002905723,ConstructionE37TRUE,E37,0.002905723,0.002905723,0.002905723,0.002905723
M71,Construction,TRUE,M71,2008,CY,0.003051021,ConstructionE37TRUE,E37,0.003051021,0.003051021,0.003051021,0.003051021
N81,Construction,TRUE,N81,2008,CY,0.001036811,ConstructionE37TRUE,E37,0.001036811,0.001036811,0.001036811,0.001036811
C31,Construction,TRUE,C31,2008,CY,0.000599504,ConstructionE37TRUE,E37,0.000599504,0.000599504,0.000599504,0.000599504
F41,Construction,TRUE,F41,2009,CY,0.001449615,ConstructionE37TRUE,E37,0.001449615,0.001449615,0.001449615,0.001449615
F42,Construction,TRUE,F42,2009,CY,0.000738698,ConstructionE37TRUE,E37,0.000738698,0.000738698,0.000738698,0.000738698
F43,Construction,TRUE,F43,2009,CY,0.003068728,ConstructionE37TRUE,E37,0.003068728,0.003068728,0.003068728,0.003068728
M71,Construction,TRUE,M71,2009,CY,0.002838757,ConstructionE37TRUE,E37,0.002838757,0.002838757,0.002838757,0.002838757
N81,Construction,TRUE,N81,2009,CY,0.000974768,ConstructionE37TRUE,E37,0.000974768,0.000974768,0.000974768,0.000974768
C31,Construction,TRUE,C31,2009,CY,0.000559645,ConstructionE37TRUE,E37,0.000559645,0.000559645,0.000559645,0.000559645
F41,Construction,TRUE,F41,2010,CY,0.001940196,ConstructionE37TRUE,E37,0.001940196,0.001940196,0.001940196,0.001940196
F42,Construction,TRUE,F42,2010,CY,0.000913955,ConstructionE37TRUE,E37,0.000913955,0.000913955,0.000913955,0.000913955
F43,Construction,TRUE,F43,2010,CY,0.003680563,ConstructionE37TRUE,E37,0.003680563,0.003680563,0.003680563,0.003680563
M71,Construction,TRUE,M71,2010,CY,0.001855041,ConstructionE37TRUE,E37,0.001855041,0.001855041,0.001855041,0.001855041
N81,Construction,TRUE,N81,2010,CY,0.000577802,ConstructionE37TRUE,E37,0.000577802,0.000577802,0.000577802,0.000577802
C31,Construction,TRUE,C31,2010,CY,0.000527756,ConstructionE37TRUE,E37,0.000527756,0.000527756,0.000527756,0.000527756
F41,Construction,TRUE,F41,2011,CY,0.002450899,ConstructionE37TRUE,E37,0.002450899,0.002450899,0.002450899,0.002450899
F42,Construction,TRUE,F42,2011,CY,0.001255131,ConstructionE37TRUE,E37,0.001255131,0.001255131,0.001255131,0.001255131
F43,Construction,TRUE,F43,2011,CY,0.005129905,ConstructionE37TRUE,E37,0.005129905,0.005129905,0.005129905,0.005129905
M71,Construction,TRUE,M71,2011,CY,0.003753663,ConstructionE37TRUE,E37,0.003753663,0.003753663,0.003753663,0.003753663
N81,Construction,TRUE,N81,2011,CY,0.00090204,ConstructionE37TRUE,E37,0.00090204,0.00090204,0.00090204,0.00090204
C31,Construction,TRUE,C31,2011,CY,0.000593651,ConstructionE37TRUE,E37,0.000593651,0.000593651,0.000593651,0.000593651
F41,Construction,TRUE,F41,2012,CY,0.002074415,ConstructionE37TRUE,E37,0.002074415,0.002074415,0.002074415,0.002074415
F42,Construction,TRUE,F42,2012,CY,0.001123451,ConstructionE37TRUE,E37,0.001123451,0.001123451,0.001123451,0.001123451
F43,Construction,TRUE,F43,2012,CY,0.004691137,ConstructionE37TRUE,E37,0.004691137,0.004691137,0.004691137,0.004691137
M71,Construction,TRUE,M71,2012,CY,0.003107789,ConstructionE37TRUE,E37,0.003107789,0.003107789,0.003107789,0.003107789
N81,Construction,TRUE,N81,2012,CY,0.001048074,ConstructionE37TRUE,E37,0.001048074,0.001048074,0.001048074,0.001048074
C31,Construction,TRUE,C31,2012,CY,0.000569991,ConstructionE37TRUE,E37,0.000569991,0.000569991,0.000569991,0.000569991
F41,Construction,TRUE,F41,2013,CY,0.001501591,ConstructionE37TRUE,E37,0.001501591,0.001501591,0.001501591,0.001501591
F42,Construction,TRUE,F42,2013,CY,0.000890155,ConstructionE37TRUE,E37,0.000890155,0.000890155,0.000890155,0.000890155
F43,Construction,TRUE,F43,2013,CY,0.003575416,ConstructionE37TRUE,E37,0.003575416,0.003575416,0.003575416,0.003575416
M71,Construction,TRUE,M71,2013,CY,0.001877182,ConstructionE37TRUE,E37,0.001877182,0.001877182,0.001877182,0.001877182
N81,Construction,TRUE,N81,2013,CY,0.00103734,ConstructionE37TRUE,E37,0.00103734,0.00103734,0.00103734,0.00103734
C31,Construction,TRUE,C31,2013,CY,0.000462194,ConstructionE37TRUE,E37,0.000462194,0.000462194,0.000462194,0.000462194
F41,Construction,TRUE,F41,2014,CY,0.00131971,ConstructionE37TRUE,E37,0.00131971,0.00131971,0.00131971,0.00131971
F42,Construction,TRUE,F42,2014,CY,0.000829911,ConstructionE37TRUE,E37,0.000829911,0.000829911,0.000829911,0.000829911
F43,Construction,TRUE,F43,2014,CY,0.003307469,ConstructionE37TRUE,E37,0.003307469,0.003307469,0.003307469,0.003307469
M71,Construction,TRUE,M71,2014,CY,0.001781447,ConstructionE37TRUE,E37,0.001781447,0.001781447,0.001781447,0.001781447
N81,Construction,TRUE,N81,2014,CY,0.001120736,ConstructionE37TRUE,E37,0.001120736,0.001120736,0.001120736,0.001120736
C31,Construction,TRUE,C31,2014,CY,0.000384974,ConstructionE37TRUE,E37,0.000384974,0.000384974,0.000384974,0.000384974
F41,Construction,TRUE,F41,2015,CY,0.000409114,ConstructionE37TRUE,E37,0.000409114,0.000409114,0.000409114,0.000409114
F42,Construction,TRUE,F42,2015,CY,0.000249581,ConstructionE37TRUE,E37,0.000249581,0.000249581,0.000249581,0.000249581
F43,Construction,TRUE,F43,2015,CY,0.001037185,ConstructionE37TRUE,E37,0.001037185,0.001037185,0.001037185,0.001037185
M71,Construction,TRUE,M71,2015,CY,0.000524557,ConstructionE37TRUE,E37,0.000524557,0.000524557,0.000524557,0.000524557
N81,Construction,TRUE,N81,2015,CY,0.000226214,ConstructionE37TRUE,E37,0.000226214,0.000226214,0.000226214,0.000226214
C31,Construction,TRUE,C31,2015,CY,5.69E-05,ConstructionE37TRUE,E37,5.69E-05,5.69E-05,5.69E-05,5.69E-05
F41,Construction,TRUE,F41,2016,CY,0.000553847,ConstructionE37TRUE,E37,0.000553847,0.000553847,0.000553847,0.000553847
F42,Construction,TRUE,F42,2016,CY,0.000301331,ConstructionE37TRUE,E37,0.000301331,0.000301331,0.000301331,0.000301331
F43,Construction,TRUE,F43,2016,CY,0.001335281,ConstructionE37TRUE,E37,0.001335281,0.001335281,0.001335281,0.001335281
M71,Construction,TRUE,M71,2016,CY,0.000553251,ConstructionE37TRUE,E37,0.000553251,0.000553251,0.000553251,0.000553251
N81,Construction,TRUE,N81,2016,CY,0.00023422,ConstructionE37TRUE,E37,0.00023422,0.00023422,0.00023422,0.00023422
C31,Construction,TRUE,C31,2016,CY,9.91E-05,ConstructionE37TRUE,E37,9.91E-05,9.91E-05,9.91E-05,9.91E-05
F41,Construction,TRUE,F41,2017,CY,0.002011687,ConstructionE37TRUE,E37,0.002011687,0.002011687,0.002011687,0.002011687
F42,Construction,TRUE,F42,2017,CY,0.001165152,ConstructionE37TRUE,E37,0.001165152,0.001165152,0.001165152,0.001165152
F43,Construction,TRUE,F43,2017,CY,0.004718624,ConstructionE37TRUE,E37,0.004718624,0.004718624,0.004718624,0.004718624
M71,Construction,TRUE,M71,2017,CY,0.000805751,ConstructionE37TRUE,E37,0.000805751,0.000805751,0.000805751,0.000805751
N81,Construction,TRUE,N81,2017,CY,0.000320411,ConstructionE37TRUE,E37,0.000320411,0.000320411,0.000320411,0.000320411
C31,Construction,TRUE,C31,2017,CY,0.000151775,ConstructionE37TRUE,E37,0.000151775,0.000151775,0.000151775,0.000151775
F41,Construction,TRUE,F41,2018,CY,0.002188915,ConstructionE37TRUE,E37,0.002188915,0.002188915,0.002188915,0.002188915
F42,Construction,TRUE,F42,2018,CY,0.001168252,ConstructionE37TRUE,E37,0.001168252,0.001168252,0.001168252,0.001168252
F43,Construction,TRUE,F43,2018,CY,0.004828103,ConstructionE37TRUE,E37,0.004828103,0.004828103,0.004828103,0.004828103
M71,Construction,TRUE,M71,2018,CY,0.000752483,ConstructionE37TRUE,E37,0.000752483,0.000752483,0.000752483,0.000752483
N81,Construction,TRUE,N81,2018,CY,0.000329401,ConstructionE37TRUE,E37,0.000329401,0.000329401,0.000329401,0.000329401
C31,Construction,TRUE,C31,2018,CY,0.000129535,ConstructionE37TRUE,E37,0.000129535,0.000129535,0.000129535,0.000129535
F41,Construction,TRUE,F41,2019,CY,0.00235784,ConstructionE37TRUE,E37,0.00235784,0.00235784,0.00235784,0.00235784
F42,Construction,TRUE,F42,2019,CY,0.001256126,ConstructionE37TRUE,E37,0.001256126,0.001256126,0.001256126,0.001256126
F43,Construction,TRUE,F43,2019,CY,0.005193041,ConstructionE37TRUE,E37,0.005193041,0.005193041,0.005193041,0.005193041
M71,Construction,TRUE,M71,2019,CY,0.000811334,ConstructionE37TRUE,E37,0.000811334,0.000811334,0.000811334,0.000811334
N81,Construction,TRUE,N81,2019,CY,0.000316137,ConstructionE37TRUE,E37,0.000316137,0.000316137,0.000316137,0.000316137
C31,Construction,TRUE,C31,2019,CY,0.000116146,ConstructionE37TRUE,E37,0.000116146,0.000116146,0.000116146,0.000116146
F41,Construction,TRUE,F41,2020,CY,0.003017468,ConstructionE37TRUE,E37,0.003017468,0.003017468,0.003017468,0.003017468
F42,Construction,TRUE,F42,2020,CY,0.001757299,ConstructionE37TRUE,E37,0.001757299,0.001757299,0.001757299,0.001757299
F43,Construction,TRUE,F43,2020,CY,0.006760971,ConstructionE37TRUE,E37,0.006760971,0.006760971,0.006760971,0.006760971
M71,Construction,TRUE,M71,2020,CY,0.000687874,ConstructionE37TRUE,E37,0.000687874,0.000687874,0.000687874,0.000687874
N81,Construction,TRUE,N81,2020,CY,0.000308144,ConstructionE37TRUE,E37,0.000308144,0.000308144,0.000308144,0.000308144
C31,Construction,TRUE,C31,2020,CY,0.000250034,ConstructionE37TRUE,E37,0.000250034,0.000250034,0.000250034,0.000250034
F41,Construction,TRUE,F41,2021,CY,0.002289332,ConstructionE37TRUE,E37,0.002289332,0.002289332,0.002289332,0.002289332
F42,Construction,TRUE,F42,2021,CY,0.001339524,ConstructionE37TRUE,E37,0.001339524,0.001339524,0.001339524,0.001339524
F43,Construction,TRUE,F43,2021,CY,0.005270527,ConstructionE37TRUE,E37,0.005270527,0.005270527,0.005270527,0.005270527
M71,Construction,TRUE,M71,2021,CY,0.000544095,ConstructionE37TRUE,E37,0.000544095,0.000544095,0.000544095,0.000544095
N81,Construction,TRUE,N81,2021,CY,0.000336301,ConstructionE37TRUE,E37,0.000336301,0.000336301,0.000336301,0.000336301
C31,Construction,TRUE,C31,2021,CY,0.000222549,ConstructionE37TRUE,E37,0.000222549,0.000222549,0.000222549,0.000222549
F41,Construction,TRUE,F41,2022,CY,0.002326778,ConstructionE37TRUE,E37,0.002326778,0.002326778,0.002326778,0.002326778
F42,Construction,TRUE,F42,2022,CY,0.001282451,ConstructionE37TRUE,E37,0.001282451,0.001282451,0.001282451,0.001282451
F43,Construction,TRUE,F43,2022,CY,0.005198713,ConstructionE37TRUE,E37,0.005198713,0.005198713,0.005198713,0.005198713
M71,Construction,TRUE,M71,2022,CY,0.00053332,ConstructionE37TRUE,E37,0.00053332,0.00053332,0.00053332,0.00053332
N81,Construction,TRUE,N81,2022,CY,0.000269246,ConstructionE37TRUE,E37,0.000269246,0.000269246,0.000269246,0.000269246
C31,Construction,TRUE,C31,2022,CY,8.36E-05,ConstructionE37TRUE,E37,8.36E-05,8.36E-05,8.36E-05,8.36E-05
F41,Construction,TRUE,F41,2023,CY,0.002310661,ConstructionE37TRUE,E37,0.002310661,0.002310661,0.002310661,0.002310661
F42,Construction,TRUE,F42,2023,CY,0.001343198,ConstructionE37TRUE,E37,0.001343198,0.001343198,0.001343198,0.001343198
F43,Construction,TRUE,F43,2023,CY,0.0053508,ConstructionE37TRUE,E37,0.0053508,0.0053508,0.0053508,0.0053508
M71,Construction,TRUE,M71,2023,CY,0,ConstructionE37TRUE,E37,0,0,0,0
N81,Construction,TRUE,N81,2023,CY,0.000106165,ConstructionE37TRUE,E37,0.000106165,0.000106165,0.000106165,0.000106165
C31,Construction,TRUE,C31,2023,CY,1.62E-06,ConstructionE37TRUE,E37,1.62E-06,1.62E-06,1.62E-06,1.62E-06
F41,Construction,TRUE,F41,2008,CZ,0.001464811,ConstructionE37TRUE,E37,0.001464811,0.001464811,0.001464811,0.001464811
F42,Construction,TRUE,F42,2008,CZ,0.000791049,ConstructionE37TRUE,E37,0.000791049,0.000791049,0.000791049,0.000791049
F43,Construction,TRUE,F43,2008,CZ,0.003302966,ConstructionE37TRUE,E37,0.003302966,0.003302966,0.003302966,0.003302966
M71,Construction,TRUE,M71,2008,CZ,0.001536959,ConstructionE37TRUE,E37,0.001536959,0.001536959,0.001536959,0.001536959
N81,Construction,TRUE,N81,2008,CZ,0.004360245,ConstructionE37TRUE,E37,0.004360245,0.004360245,0.004360245,0.004360245
C31,Construction,TRUE,C31,2008,CZ,0.000146685,ConstructionE37TRUE,E37,0.000146685,0.000146685,0.000146685,0.000146685
F41,Construction,TRUE,F41,2009,CZ,0.001502123,ConstructionE37TRUE,E37,0.001502123,0.001502123,0.001502123,0.001502123
F42,Construction,TRUE,F42,2009,CZ,0.000816022,ConstructionE37TRUE,E37,0.000816022,0.000816022,0.000816022,0.000816022
F43,Construction,TRUE,F43,2009,CZ,0.003394582,ConstructionE37TRUE,E37,0.003394582,0.003394582,0.003394582,0.003394582
M71,Construction,TRUE,M71,2009,CZ,0.001474454,ConstructionE37TRUE,E37,0.001474454,0.001474454,0.001474454,0.001474454
N81,Construction,TRUE,N81,2009,CZ,0.004421447,ConstructionE37TRUE,E37,0.004421447,0.004421447,0.004421447,0.004421447
C31,Construction,TRUE,C31,2009,CZ,0.000147914,ConstructionE37TRUE,E37,0.000147914,0.000147914,0.000147914,0.000147914
F41,Construction,TRUE,F41,2010,CZ,0.001104621,ConstructionE37TRUE,E37,0.001104621,0.001104621,0.001104621,0.001104621
F42,Construction,TRUE,F42,2010,CZ,0.000520346,ConstructionE37TRUE,E37,0.000520346,0.000520346,0.000520346,0.000520346
F43,Construction,TRUE,F43,2010,CZ,0.002095473,ConstructionE37TRUE,E37,0.002095473,0.002095473,0.002095473,0.002095473
M71,Construction,TRUE,M71,2010,CZ,0.000824947,ConstructionE37TRUE,E37,0.000824947,0.000824947,0.000824947,0.000824947
N81,Construction,TRUE,N81,2010,CZ,0.002425922,ConstructionE37TRUE,E37,0.002425922,0.002425922,0.002425922,0.002425922
C31,Construction,TRUE,C31,2010,CZ,0.000105002,ConstructionE37TRUE,E37,0.000105002,0.000105002,0.000105002,0.000105002
F41,Construction,TRUE,F41,2011,CZ,0.001665403,ConstructionE37TRUE,E37,0.001665403,0.001665403,0.001665403,0.001665403
F42,Construction,TRUE,F42,2011,CZ,0.00085287,ConstructionE37TRUE,E37,0.00085287,0.00085287,0.00085287,0.00085287
F43,Construction,TRUE,F43,2011,CZ,0.003485806,ConstructionE37TRUE,E37,0.003485806,0.003485806,0.003485806,0.003485806
M71,Construction,TRUE,M71,2011,CZ,0.001388255,ConstructionE37TRUE,E37,0.001388255,0.001388255,0.001388255,0.001388255
N81,Construction,TRUE,N81,2011,CZ,0.004222278,ConstructionE37TRUE,E37,0.004222278,0.004222278,0.004222278,0.004222278
C31,Construction,TRUE,C31,2011,CZ,0.000156094,ConstructionE37TRUE,E37,0.000156094,0.000156094,0.000156094,0.000156094
F41,Construction,TRUE,F41,2012,CZ,0.001877634,ConstructionE37TRUE,E37,0.001877634,0.001877634,0.001877634,0.001877634
F42,Construction,TRUE,F42,2012,CZ,0.001016879,ConstructionE37TRUE,E37,0.001016879,0.001016879,0.001016879,0.001016879
F43,Construction,TRUE,F43,2012,CZ,0.00424613,ConstructionE37TRUE,E37,0.00424613,0.00424613,0.00424613,0.00424613
M71,Construction,TRUE,M71,2012,CZ,0.001384704,ConstructionE37TRUE,E37,0.001384704,0.001384704,0.001384704,0.001384704
N81,Construction,TRUE,N81,2012,CZ,0.004478137,ConstructionE37TRUE,E37,0.004478137,0.004478137,0.004478137,0.004478137
C31,Construction,TRUE,C31,2012,CZ,0.000171931,ConstructionE37TRUE,E37,0.000171931,0.000171931,0.000171931,0.000171931
F41,Construction,TRUE,F41,2013,CZ,0.001794448,ConstructionE37TRUE,E37,0.001794448,0.001794448,0.001794448,0.001794448
F42,Construction,TRUE,F42,2013,CZ,0.001063763,ConstructionE37TRUE,E37,0.001063763,0.001063763,0.001063763,0.001063763
F43,Construction,TRUE,F43,2013,CZ,0.004272734,ConstructionE37TRUE,E37,0.004272734,0.004272734,0.004272734,0.004272734
M71,Construction,TRUE,M71,2013,CZ,0.001418819,ConstructionE37TRUE,E37,0.001418819,0.001418819,0.001418819,0.001418819
N81,Construction,TRUE,N81,2013,CZ,0.004946161,ConstructionE37TRUE,E37,0.004946161,0.004946161,0.004946161,0.004946161
C31,Construction,TRUE,C31,2013,CZ,0.000165941,ConstructionE37TRUE,E37,0.000165941,0.000165941,0.000165941,0.000165941
F41,Construction,TRUE,F41,2014,CZ,0.001773422,ConstructionE37TRUE,E37,0.001773422,0.001773422,0.001773422,0.001773422
F42,Construction,TRUE,F42,2014,CZ,0.001115232,ConstructionE37TRUE,E37,0.001115232,0.001115232,0.001115232,0.001115232
F43,Construction,TRUE,F43,2014,CZ,0.004444566,ConstructionE37TRUE,E37,0.004444566,0.004444566,0.004444566,0.004444566
M71,Construction,TRUE,M71,2014,CZ,0.00136913,ConstructionE37TRUE,E37,0.00136913,0.00136913,0.00136913,0.00136913
N81,Construction,TRUE,N81,2014,CZ,0.005432119,ConstructionE37TRUE,E37,0.005432119,0.005432119,0.005432119,0.005432119
C31,Construction,TRUE,C31,2014,CZ,0.000189557,ConstructionE37TRUE,E37,0.000189557,0.000189557,0.000189557,0.000189557
F41,Construction,TRUE,F41,2015,CZ,0.001763268,ConstructionE37TRUE,E37,0.001763268,0.001763268,0.001763268,0.001763268
F42,Construction,TRUE,F42,2015,CZ,0.001075684,ConstructionE37TRUE,E37,0.001075684,0.001075684,0.001075684,0.001075684
F43,Construction,TRUE,F43,2015,CZ,0.004470232,ConstructionE37TRUE,E37,0.004470232,0.004470232,0.004470232,0.004470232
M71,Construction,TRUE,M71,2015,CZ,0.001326169,ConstructionE37TRUE,E37,0.001326169,0.001326169,0.001326169,0.001326169
N81,Construction,TRUE,N81,2015,CZ,0.005780756,ConstructionE37TRUE,E37,0.005780756,0.005780756,0.005780756,0.005780756
C31,Construction,TRUE,C31,2015,CZ,0.000115537,ConstructionE37TRUE,E37,0.000115537,0.000115537,0.000115537,0.000115537
F41,Construction,TRUE,F41,2016,CZ,0.001816168,ConstructionE37TRUE,E37,0.001816168,0.001816168,0.001816168,0.001816168
F42,Construction,TRUE,F42,2016,CZ,0.000988123,ConstructionE37TRUE,E37,0.000988123,0.000988123,0.000988123,0.000988123
F43,Construction,TRUE,F43,2016,CZ,0.004378641,ConstructionE37TRUE,E37,0.004378641,0.004378641,0.004378641,0.004378641
M71,Construction,TRUE,M71,2016,CZ,0.001173513,ConstructionE37TRUE,E37,0.001173513,0.001173513,0.001173513,0.001173513
N81,Construction,TRUE,N81,2016,CZ,0.006505023,ConstructionE37TRUE,E37,0.006505023,0.006505023,0.006505023,0.006505023
C31,Construction,TRUE,C31,2016,CZ,0.000186156,ConstructionE37TRUE,E37,0.000186156,0.000186156,0.000186156,0.000186156
F41,Construction,TRUE,F41,2017,CZ,0.001614542,ConstructionE37TRUE,E37,0.001614542,0.001614542,0.001614542,0.001614542
F42,Construction,TRUE,F42,2017,CZ,0.000935129,ConstructionE37TRUE,E37,0.000935129,0.000935129,0.000935129,0.000935129
F43,Construction,TRUE,F43,2017,CZ,0.003787077,ConstructionE37TRUE,E37,0.003787077,0.003787077,0.003787077,0.003787077
M71,Construction,TRUE,M71,2017,CZ,0.00102589,ConstructionE37TRUE,E37,0.00102589,0.00102589,0.00102589,0.00102589
N81,Construction,TRUE,N81,2017,CZ,0.006135592,ConstructionE37TRUE,E37,0.006135592,0.006135592,0.006135592,0.006135592
C31,Construction,TRUE,C31,2017,CZ,0.00014433,ConstructionE37TRUE,E37,0.00014433,0.00014433,0.00014433,0.00014433
F41,Construction,TRUE,F41,2018,CZ,0.001750076,ConstructionE37TRUE,E37,0.001750076,0.001750076,0.001750076,0.001750076
F42,Construction,TRUE,F42,2018,CZ,0.000934038,ConstructionE37TRUE,E37,0.000934038,0.000934038,0.000934038,0.000934038
F43,Construction,TRUE,F43,2018,CZ,0.003860152,ConstructionE37TRUE,E37,0.003860152,0.003860152,0.003860152,0.003860152
M71,Construction,TRUE,M71,2018,CZ,0.000884907,ConstructionE37TRUE,E37,0.000884907,0.000884907,0.000884907,0.000884907
N81,Construction,TRUE,N81,2018,CZ,0.004648905,ConstructionE37TRUE,E37,0.004648905,0.004648905,0.004648905,0.004648905
